"","Faecalibacterium","Fusicatenibacter","Lactobacillus","Carnobacterium","Abiotrophia","Granulicatella","Fructobacillus","Mycoplasma","Leptotrichia","Treponema 2","Hymenobacter","uncultured bacterium","Pedobacter","Rikenellaceae RC9 gut group","Alloprevotella","Prevotella 6","Prevotella 2","Prevotella 7","Prevotella","uncultured","Tannerella","Porphyromonas","uncultured bacterium","Flavobacterium","Capnocytophaga","Cloacibacterium","Bergeyella","Bdellovibrio","Silanimonas","Salinibacter","Stenotrophomonas","Pseudomonas","Alcanivorax","Escherichia-Shigella","Aggregatibacter","Actinobacillus","Haemophilus","Alkanindiges","Moraxella","Psychrobacter","Acinetobacter","Cardiobacterium","Neisseria","Burkholderia","Massilia","Ralstonia","Delftia","Acidovorax","Ottowia","Variovorax","Hydrogenophaga","Comamonas","Schlegelella","Pelomonas","Achromobacter","Alcaligenes","Lautropia","Bradyrhizobium","Brevundimonas","Rubellimicrobium","Paracocccus","Mesorhizobium","Deinococcus","Pleurocapsa","uncultured bacterium","Camelina sativa","Peptococcus","Peptostreptococcus","uncultured bacterium","Candidatus Saccharimonas","Mogibacterium","Family XIII UCG-001","uncultured","[Eubacterium] brachy group","unidentified","Filifactor","Peptoclostridium","Anaerococcus","Peptoniphilus","Finegoldia","Parvimonas","Atopobium","Slackia","Selenomonas","Oceanobacillus","Bacillus","Planomicrobium","Planococcus","Aliicoccus","Salinicoccus","Jeotgalicoccus","Staphylococcus","uncultured","[Eubacterium] nodatum group","Butyrivibrio 2","Catonella","uncultured","Johnsonella","Lachnoanaerobaculum","Oribacterium","Lachnospira","Stomatobaculum","Blautia","[Ruminococcus] gauvreauii group","Megasphaera","Dialister","Anaerovibrio","uncultured","Selenomonas 3","Veillonella","Ruminococcaceae UCG-005","Ruminococcaceae UCG-014","Solobacterium","Bulleidia","Alloiococcus","Dolosigranulum","Atopostipes","Gemella","Fusobacterium","Propionibacterium","Actinomyces","Propioniciclava","Mycobacterium","Actinopolyspora","Pseudonocardia","uncultured","Corynebacterium","Corynebacterium 1","Gordonia","uncultured","Micrococcus","Arthrobacter","Rothia","Quadrisphaera","uncultured Acidimicrobidae bacterium","Blastococcus","Microbacterium","Nocardioides","Aquipuribacter","Janibacter","Nesterenkonia","Yimella","uncultured","Streptococcus"
"39-B3",0.0,0.0,0.0,0.0,0.0,0.019465602708257767,0.0,0.03228146536089953,0.0,0.004231652762664732,0.0,0.0,0.0,0.0,0.0006045218232378189,0.024180872929512754,0.0,0.27626647321968323,0.03300689154878491,0.0,0.0,0.008100592431386774,0.0,0.0,0.0014508523757707653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004231652762664732,0.02176278563656148,0.0,0.0,0.0,0.0015717567404183292,0.0,0.0,0.001088139281828074,0.0,0.0016926611050658929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002176278563656148,0.0,0.0,0.00012090436464756378,0.0,0.0,0.0,0.0,0.0007254261878853826,0.0,0.0,0.0,0.0,0.0,0.02756619513964454,0.019707411437552894,0.0071333575142062625,0.009067827348567283,0.0,0.0,0.012090436464756377,0.0,0.0,0.0,0.0,0.0,0.0,0.01958650707290533,0.0013299480111232016,0.0,0.0016926611050658929,0.0,0.0007254261878853826,0.0,0.0,0.0,0.0,0.0,0.0029017047515415306,0.0,0.00024180872929512756,0.0,0.0035062265747793494,0.0,0.0,0.003868939668722041,0.012574053923346633,0.0,0.004231652762664732,0.0,0.0,0.007616974972796518,0.0,0.0,0.0,0.00012090436464756378,0.13734735823963246,0.0,0.0,0.007616974972796518,0.0,0.0,0.0,0.0,0.016080280498125984,0.01728932414460162,0.06117760851166727,0.06734373110869303,0.0,0.0,0.0,0.0,0.0,0.0,0.0012090436464756377,0.0,0.00024180872929512756,0.0,0.0,0.026357151493168904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09841615282311691
"40-B1",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345150223515958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1123817444640815,0.0,0.0,0.0016633745711612433,0.0,0.018920885746959142,0.0,0.0,0.009460442873479571,0.0,0.0,0.0,0.0,0.29545690820251586,0.0,0.00031188273209273315,0.0,0.0,0.0053020064455764635,0.0,0.0,0.028797172263229025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005198045534878886,0.0,0.0,0.0,0.0,0.0,0.07402016841667533,0.0,0.0,0.10105000519804554,0.0023911009460442873,0.0,0.0,0.0,0.0,0.0,0.0,0.015698097515334235,0.0,0.0,0.0,0.0,0.0,0.0,0.010604012891152927,0.0,0.2815261461690404,0.0072772637488304395,0.0,0.0,0.0,0.0,0.0,0.00010396091069757771
"41-B2",0.0,0.0,0.0,0.0,0.02020314767273133,0.02399821408639357,0.0,0.00044647840160732226,0.0,0.0,0.0,0.0,0.0,0.0,0.005134501618484206,0.0029021096104475948,0.0,0.006920415224913495,0.020984484875544145,0.0,0.002344011608438442,0.01004576403616475,0.0,0.0,0.001004576403616475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000781337202812814,0.046433753767161516,0.0,0.0,0.0,0.0034602076124567475,0.025337649291215538,0.006808795624511664,0.0005580980020091528,0.0,0.0003348588012054917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005580980020091528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006920415224913495,0.002790490010045764,0.042415448152695615,0.008259850429735462,0.0,0.0,0.0,0.0,0.0,0.0006697176024109834,0.0,0.0,0.0,0.01841723406630204,0.0,0.0,0.004911262417680545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005580980020091528,0.0,0.0,0.0021207724076347805,0.0016742940060274585,0.0,0.0,0.0036834468132604086,0.014957026453845295,0.0,0.0016742940060274585,0.0,0.0,0.00022323920080366113,0.0,0.0,0.0,0.017524277263087397,0.020314767273133163,0.0,0.0,0.0003348588012054917,0.0,0.00022323920080366113,0.0,0.0,0.1030248911708896,0.062172117423819624,0.01797075566469472,0.15861145217100123,0.0,0.0,0.0,0.0,0.0,0.011720058042192208,0.05402388659448599,0.0,0.0,0.0,0.0,0.02969081370688693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23685679205268445
"42-B3",0.0,0.0,0.0,0.0,0.0030303030303030303,0.001948051948051948,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004329004329004329,0.0,0.03441558441558441,0.008225108225108226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006493506493506494,0.0,0.0,0.0,0.0,0.0,0.00021645021645021645,0.0,0.0,0.00010822510822510823,0.0042207792207792205,0.001406926406926407,0.0,0.008008658008658008,0.0,0.0,0.00021645021645021645,0.0,0.002813852813852814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010173160173160173,0.0,0.0,0.0,0.00010822510822510823,0.0,0.0,0.0,0.0,0.0,0.0010822510822510823,0.0,0.0,0.0,0.007251082251082251,0.0007575757575757576,0.014285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008008658008658008,0.0012987012987012987,0.0,0.0005411255411255411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006385281385281385,0.0031385281385281384,0.003354978354978355,0.0,0.0,0.006168831168831169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008658008658008658,0.012229437229437229,0.0,0.0,0.0007575757575757576,0.0,0.0,0.0,0.0,0.021861471861471863,0.0,0.4015151515151515,0.08636363636363636,0.0,0.0004329004329004329,0.0,0.0,0.0,0.0,0.24945887445887446,0.0,0.0,0.0,0.0011904761904761906,0.0,0.0,0.0,0.0,0.00551948051948052,0.0,0.0,0.0,0.0,0.0,0.0006493506493506494,0.08311688311688312
"44-B2",0.0,0.0,0.0009279307145066501,0.0,0.0,0.0014434477781214558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010310341272296113,0.0,0.0005155170636148056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005155170636148056,0.0,0.0,0.0,0.0,0.0,0.006083101350654706,0.0,0.0,0.0,0.0,0.00010310341272296113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010310341272296113,0.0,0.0,0.0,0.0,0.0,0.0005155170636148056,0.0025775853180740283,0.00010310341272296113,0.0008248273017836891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010310341272296113,0.0,0.0,0.00020620682544592226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009794824208681307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017527580162903392,0.0,0.0,0.0,0.0,0.0,0.0,0.0008248273017836891,0.0,0.0,0.0007217238890607279,0.0,0.0,0.0,0.0,0.0,0.0021651716671821837,0.0,0.0029899989689658726,0.00010310341272296113,0.8768945252087844,0.0034024126198577173,0.0,0.0,0.0,0.0,0.0009279307145066501,0.0,0.00639241158882359,0.0,0.0,0.0,0.0,0.0049489638107021346,0.0,0.0,0.0,0.0027837921435199505,0.0,0.0,0.0,0.0,0.0014434477781214558,0.0,0.07072894112795133
"45-B3",0.0,0.0019198193111236589,0.0013551665725578769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01513269339356296,0.0006775832862789384,0.003500846979107849,0.0,0.0,0.0,0.0,0.0,0.0,0.010050818746470921,0.0,0.0,0.010615471485036703,0.0,0.0032749858836815357,0.0003387916431394692,0.0,0.0,0.0,0.0,0.0013551665725578769,0.0,0.0016939582156973462,0.0,0.007001693958215698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005420666290231507,0.0037267080745341614,0.10400903444381705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004065499717673631,0.0,0.007453416149068323,0.0019198193111236589,0.0,0.0,0.0,0.0,0.0,0.0019198193111236589,0.0,0.0,0.0,0.0,0.0031620553359683794,0.03308865047995483,0.0,0.0029361942405420668,0.0,0.21682665160926032,0.0037267080745341614,0.017391304347826087,0.0,0.0,0.0,0.0,0.0,0.16521739130434782,0.0,0.0,0.0,0.0016939582156973462,0.020214568040654995,0.00011293054771315641,0.0,0.0,0.013777526821005082,0.0,0.0,0.0016939582156973462,0.0,0.0,0.0,0.3347261434217956
"48-B3",0.0,0.0,0.0,0.0,0.0002194666959288928,0.0,0.0,0.0,0.0,0.0,0.004828267310435641,0.0,0.0,0.0,0.003840667178755624,0.0015362668715022496,0.0,0.008998134533084604,0.0023044003072533745,0.0,0.0,0.0014265335235378032,0.0,0.0,0.0002194666959288928,0.0,0.0012070668276089104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002523867003182267,0.01635026884670251,0.0,0.0001097333479644464,0.0,0.006474267529902337,0.0,0.0,0.004608800614506749,0.0,0.006474267529902337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01338746845166246,0.0,0.0,0.008888401185120158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005376934050257873,0.016569735542631407,0.017118402282453638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05728080763744102,0.0,0.0,0.0,0.00395040052672007,0.0,0.0004389333918577856,0.006035334138044551,0.04948973993196532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000548666739822232,0.02030066937342258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06748600899813453,0.11763414901788653,0.1721716229562164,0.06605947547459673,0.0,0.0,0.0,0.0,0.0026336003511467135,0.0,0.10512454734993965,0.0,0.0,0.0,0.0,0.01635026884670251,0.0,0.0,0.0,0.0009876001316800175,0.0,0.0,0.0,0.0,0.0,0.0,0.19104575880610117
"49-B1",0.0,0.0,0.0,0.0,0.0,0.05714285714285714,0.0,0.0008583690987124463,0.0001226241569589209,0.0,0.0,0.0,0.0,0.0,0.004904966278356836,0.005885959534028203,0.0,0.023543838136112813,0.011894543225015328,0.0001226241569589209,0.0009809932556713672,0.00797057020232986,0.0004904966278356836,0.0,0.0008583690987124463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013120784794604537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005518087063151441,0.004414469650521152,0.0002452483139178418,0.014714898835070508,0.0,0.0,0.0,0.0001226241569589209,0.0,0.0,0.0,0.0001226241569589209,0.0,0.00404659717964439,0.006499080318822808,0.0003678724708767627,0.0033108522378908645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002452483139178418,0.0,0.0,0.0,0.0015941140404659717,0.0,0.0,0.011036174126302882,0.007725321888412017,0.0,0.0158185162477008,0.0,0.0,0.0014714898835070508,0.0,0.0,0.0,0.007234825260576333,0.025260576333537708,0.0,0.0,0.019619865113427344,0.0,0.0,0.0,0.0,0.0779889638258737,0.02427958307786634,0.010545677498467198,0.3097486204782342,0.0,0.0,0.0,0.0,0.0,0.0,0.0006131207847946045,0.0,0.0,0.0,0.0,0.0950337216431637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22452483139178417
"50-B2",0.0,0.0,0.0,0.0,0.0,0.0044571428571428574,0.0,0.0,0.0,0.0,0.0,0.0,0.00011428571428571428,0.0,0.0176,0.004571428571428572,0.0,0.035885714285714285,0.009942857142857142,0.0,0.0008,0.008685714285714286,0.00034285714285714285,0.0,0.0,0.0,0.00011428571428571428,0.0,0.0,0.0006857142857142857,0.0,0.0,0.007657142857142857,0.0,0.0,0.0,0.0026285714285714285,0.0,0.0006857142857142857,0.0,0.0014857142857142857,0.0,0.0,0.006171428571428572,0.00011428571428571428,0.0034285714285714284,0.00011428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.003657142857142857,0.0,0.0014857142857142857,0.0,0.0,0.0,0.004571428571428572,0.0,0.0,0.0,0.0,0.0,0.0018285714285714285,0.0,0.0044571428571428574,0.008228571428571429,0.0,0.002285714285714286,0.0,0.0,0.0,0.0,0.00045714285714285713,0.0,0.0,0.0,0.0,0.0,0.002285714285714286,0.0034285714285714284,0.0,0.0,0.0,0.00011428571428571428,0.0,0.0,0.0,0.0,0.0070857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.036457142857142855,0.005828571428571429,0.0,0.01017142857142857,0.0,0.0,0.002285714285714286,0.0,0.0,0.0,0.004685714285714286,0.0344,0.0,0.0,0.0192,0.0,0.0,0.0,0.0,0.04582857142857143,0.015085714285714286,0.28205714285714284,0.2430857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.00011428571428571428,0.0,0.0,0.0,0.0,0.0496,0.00045714285714285713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10537142857142857
"52-B1",0.0,0.0,0.0,0.0,0.0,0.0016893794346210158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00011262529564140106,0.0,0.0,0.018470548485189774,0.00022525059128280213,0.0,0.0,0.011600405451064309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007883770694898074,0.0,0.0007883770694898074,0.0,0.0,0.003716634756166235,0.001802004730262417,0.0,0.0,0.0,0.001914630025903818,0.0,0.0,0.0,0.00045050118256560425,0.0011262529564140106,0.0,0.0,0.0,0.0,0.0,0.00011262529564140106,0.0,0.013965536659533732,0.0,0.005068138303863047,0.0,0.0,0.0,0.0,0.0,0.0,0.0006757517738484064,0.0,0.0,0.0,0.0,0.01813267259826557,0.0015767541389796148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001914630025903818,0.0,0.0,0.0,0.0,0.0,0.012276157224912715,0.0,0.0,0.0,0.00011262529564140106,0.0,0.0,0.0,0.030408829823178284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005406014190787251,0.0,0.0,0.00641964185155986,0.0,0.0,0.0,0.0,0.04775312535195405,0.016555918459285956,0.1395427412996959,0.5523144498254308,0.0,0.0,0.0,0.0,0.00011262529564140106,0.0013515035476968128,0.0014641288433382138,0.0,0.0,0.0,0.0,0.03626534519653114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06588579795021962
"53-B2",0.0,0.0,0.0,0.0,0.0,0.006934970441109595,0.0009095043201455207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010231923601637107,0.0,0.0,0.0,0.01102773988176444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17928603910868576,0.0,0.004206457480673033,0.0,0.0,0.02455661664392906,0.02467030468394725,0.0,0.0,0.0,0.06753069577080491,0.0,0.0,0.0023874488403819918,0.0020463847203274215,0.0005684402000909505,0.0,0.0,0.0,0.0,0.0,0.0,0.00011368804001819008,0.0005684402000909505,0.001364256480218281,0.011596180081855388,0.004661209640745794,0.0010231923601637107,0.0,0.0,0.002160072760345612,0.00022737608003638017,0.0,0.0,0.0007958162801273306,0.0,0.0,0.0,0.0019326966803092315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013756252842201,0.0006821282401091405,0.0,0.007730786721236926,0.0,0.0006821282401091405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008412914961346066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021373351523419737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06809913597089585,0.0068212824010914054,0.21737153251477945,0.02796725784447476,0.0,0.0,0.011596180081855388,0.00022737608003638017,0.0,0.0,0.008981355161437016,0.0,0.0,0.0005684402000909505,0.0,0.05695770804911323,0.0,0.0,0.0,0.019668030923146885,0.0,0.00022737608003638017,0.0,0.0,0.0,0.00011368804001819008,0.17917235106866758
"54-B3",0.0,0.0,0.0,0.0,0.0,0.002055921052631579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010279605263157894,0.0,0.0,0.0,0.0,0.0,0.0,0.0005139802631578947,0.0005139802631578947,0.005345394736842105,0.0,0.0,0.0,0.002055921052631579,0.0,0.0,0.0,0.0013363486842105264,0.0,0.0,0.00010279605263157894,0.0,0.004934210526315789,0.0010279605263157894,0.0005139802631578947,0.0,0.00041118421052631577,0.0,0.00020559210526315788,0.0,0.00390625,0.0,0.03011924342105263,0.0,0.0,0.0,0.0,0.002261513157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010279605263157894,0.0,0.0009251644736842105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010485197368421052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003083881578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9029605263157895,0.0003083881578947368,0.0,0.0,0.0,0.0,0.0,0.00020559210526315788,0.004317434210526316,0.0,0.0,0.01942845394736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004625822368421052
